date,BPP,CPI
9/20/09,98.021,98.638
9/21/09,98.062,98.638
9/22/09,98.076,98.638
9/23/09,98.065,98.638
9/24/09,98.089,98.638
9/25/09,98.114,98.638
9/26/09,98.139,98.638
9/27/09,98.165,98.638
9/28/09,98.085,98.638
9/29/09,98.188,98.638
9/30/09,98.083,98.638
10/1/09,98.244,98.699
10/2/09,98.489,98.699
10/3/09,98.623,98.699
10/4/09,98.275,98.699
10/5/09,98.189,98.699
10/6/09,98.308,98.699
10/7/09,98.211,98.699
10/8/09,98.352,98.699
10/9/09,98.251,98.699
10/10/09,98.37,98.699
10/11/09,98.398,98.699
10/12/09,98.319,98.699
10/13/09,98.43,98.699
10/14/09,98.353,98.699
10/15/09,98.48,98.699
10/16/09,98.407,98.699
10/17/09,98.554,98.699
10/18/09,98.516,98.699
10/19/09,98.418,98.699
10/20/09,98.443,98.699
10/21/09,98.573,98.699
10/22/09,98.624,98.699
10/23/09,98.608,98.699
10/24/09,98.491,98.699
10/25/09,98.516,98.699
10/26/09,98.569,98.699
10/27/09,98.738,98.699
10/28/09,98.788,98.699
10/29/09,98.788,98.699
10/30/09,98.811,98.699
10/31/09,98.752,98.699
11/1/09,98.642,98.794
11/2/09,98.718,98.794
11/3/09,98.751,98.794
11/4/09,98.816,98.794
11/5/09,98.783,98.794
11/6/09,98.821,98.794
11/7/09,98.694,98.794
11/8/09,98.84,98.794
11/9/09,98.855,98.794
11/10/09,98.863,98.794
11/11/09,98.703,98.794
11/12/09,98.699,98.794
11/13/09,98.507,98.794
11/14/09,98.344,98.794
11/15/09,98.435,98.794
11/16/09,98.358,98.794
11/17/09,98.441,98.794
11/18/09,98.486,98.794
11/19/09,98.443,98.794
11/20/09,98.473,98.794
11/21/09,98.4,98.794
11/22/09,98.508,98.794
11/23/09,98.41,98.794
11/24/09,98.471,98.794
11/25/09,98.547,98.794
11/26/09,98.5,98.794
11/27/09,98.301,98.794
11/28/09,98.248,98.794
11/29/09,98.337,98.794
11/30/09,98.294,98.794
12/1/09,98.313,98.864
12/2/09,98.42,98.864
12/3/09,98.437,98.864
12/4/09,98.432,98.864
12/5/09,98.429,98.864
12/6/09,98.448,98.864
12/7/09,98.483,98.864
12/8/09,98.527,98.864
12/9/09,98.525,98.864
12/10/09,98.526,98.864
12/11/09,98.461,98.864
12/12/09,98.332,98.864
12/13/09,98.412,98.864
12/14/09,98.39,98.864
12/15/09,98.526,98.864
12/16/09,98.479,98.864
12/17/09,98.457,98.864
12/18/09,98.384,98.864
12/19/09,98.553,98.864
12/20/09,98.555,98.864
12/21/09,98.555,98.864
12/22/09,98.562,98.864
12/23/09,98.578,98.864
12/24/09,98.595,98.864
12/25/09,98.621,98.864
12/26/09,98.641,98.864
12/27/09,98.587,98.864
12/28/09,98.57,98.864
12/29/09,98.648,98.864
12/30/09,98.637,98.864
12/31/09,98.788,98.864
1/1/10,98.824,98.69
1/2/10,99.004,98.69
1/3/10,99.03,98.69
1/4/10,98.974,98.69
1/5/10,99,98.69
1/6/10,99.036,98.69
1/7/10,99.157,98.69
1/8/10,99.203,98.69
1/9/10,99.215,98.69
1/10/10,99.2,98.69
1/11/10,99.175,98.69
1/12/10,99.247,98.69
1/13/10,99.274,98.69
1/14/10,99.323,98.69
1/15/10,99.288,98.69
1/16/10,99.364,98.69
1/17/10,99.292,98.69
1/18/10,99.335,98.69
1/19/10,99.344,98.69
1/20/10,99.441,98.69
1/21/10,99.45,98.69
1/22/10,99.498,98.69
1/23/10,99.476,98.69
1/24/10,99.394,98.69
1/25/10,99.458,98.69
1/26/10,99.487,98.69
1/27/10,99.39,98.69
1/28/10,99.43,98.69
1/29/10,99.445,98.69
1/30/10,99.319,98.69
1/31/10,99.49,98.69
2/1/10,99.464,99.027
2/2/10,99.513,99.027
2/3/10,99.504,99.027
2/4/10,99.433,99.027
2/5/10,99.604,99.027
2/6/10,99.37,99.027
2/7/10,99.511,99.027
2/8/10,99.46,99.027
2/9/10,99.416,99.027
2/10/10,99.5,99.027
2/11/10,99.507,99.027
2/12/10,99.463,99.027
2/13/10,99.538,99.027
2/14/10,99.385,99.027
2/15/10,99.481,99.027
2/16/10,99.408,99.027
2/17/10,99.538,99.027
2/18/10,99.6,99.027
2/19/10,99.575,99.027
2/20/10,99.544,99.027
2/21/10,99.602,99.027
2/22/10,99.563,99.027
2/23/10,99.713,99.027
2/24/10,99.425,99.027
2/25/10,99.575,99.027
2/26/10,99.582,99.027
2/27/10,99.609,99.027
2/28/10,99.704,99.027
3/1/10,99.756,99.052
3/2/10,99.618,99.052
3/3/10,99.663,99.052
3/4/10,99.674,99.052
3/5/10,99.799,99.052
3/6/10,99.63,99.052
3/7/10,99.66,99.052
3/8/10,99.622,99.052
3/9/10,99.615,99.052
3/10/10,99.636,99.052
3/11/10,99.589,99.052
3/12/10,99.717,99.052
3/13/10,99.556,99.052
3/14/10,99.676,99.052
3/15/10,99.84,99.052
3/16/10,99.76,99.052
3/17/10,99.708,99.052
3/18/10,99.598,99.052
3/19/10,99.611,99.052
3/20/10,99.568,99.052
3/21/10,99.82,99.052
3/22/10,99.696,99.052
3/23/10,99.625,99.052
3/24/10,99.792,99.052
3/25/10,99.689,99.052
3/26/10,99.715,99.052
3/27/10,99.749,99.052
3/28/10,99.669,99.052
3/29/10,99.68,99.052
3/30/10,99.63,99.052
3/31/10,99.693,99.052
4/1/10,99.703,99.459
4/2/10,99.818,99.459
4/3/10,99.819,99.459
4/4/10,99.749,99.459
4/5/10,99.757,99.459
4/6/10,99.81,99.459
4/7/10,99.836,99.459
4/8/10,99.848,99.459
4/9/10,99.713,99.459
4/10/10,99.775,99.459
4/11/10,99.682,99.459
4/12/10,99.701,99.459
4/13/10,99.707,99.459
4/14/10,99.724,99.459
4/15/10,99.767,99.459
4/16/10,99.808,99.459
4/17/10,99.742,99.459
4/18/10,99.743,99.459
4/19/10,99.915,99.459
4/20/10,99.965,99.459
4/21/10,99.748,99.459
4/22/10,99.815,99.459
4/23/10,99.75,99.459
4/24/10,99.772,99.459
4/25/10,99.866,99.459
4/26/10,99.833,99.459
4/27/10,99.775,99.459
4/28/10,99.895,99.459
4/29/10,100.042,99.459
4/30/10,99.83,99.459
5/1/10,99.992,99.632
5/2/10,100.064,99.632
5/3/10,100.065,99.632
5/4/10,100.052,99.632
5/5/10,99.955,99.632
5/6/10,100.135,99.632
5/7/10,100.093,99.632
5/8/10,100.016,99.632
5/9/10,99.94,99.632
5/10/10,100.114,99.632
5/11/10,100.118,99.632
5/12/10,100.174,99.632
5/13/10,100.011,99.632
5/14/10,99.992,99.632
5/15/10,100.112,99.632
5/16/10,100.101,99.632
5/17/10,100.17,99.632
5/18/10,100.149,99.632
5/19/10,100.118,99.632
5/20/10,100.008,99.632
5/21/10,100.05,99.632
5/22/10,100.106,99.632
5/23/10,100.065,99.632
5/24/10,100.156,99.632
5/25/10,100.166,99.632
5/26/10,100.146,99.632
5/27/10,100.1,99.632
5/28/10,100.159,99.632
5/29/10,100.117,99.632
5/30/10,100.209,99.632
5/31/10,100.079,99.632
6/1/10,100.082,99.709
6/2/10,100.201,99.709
6/3/10,100.12,99.709
6/4/10,100.161,99.709
6/5/10,100.144,99.709
6/6/10,100.186,99.709
6/7/10,100.081,99.709
6/8/10,100.146,99.709
6/9/10,100.296,99.709
6/10/10,100.039,99.709
6/11/10,100.205,99.709
6/12/10,99.918,99.709
6/13/10,100.212,99.709
6/14/10,100.118,99.709
6/15/10,100.077,99.709
6/16/10,99.997,99.709
6/17/10,99.977,99.709
6/18/10,100.132,99.709
6/19/10,100.101,99.709
6/20/10,100.183,99.709
6/21/10,100.276,99.709
6/22/10,100.13,99.709
6/23/10,100.298,99.709
6/24/10,100.162,99.709
6/25/10,100.154,99.709
6/26/10,100.148,99.709
6/27/10,100.057,99.709
6/28/10,100.198,99.709
6/29/10,100.091,99.709
6/30/10,100.09,99.709
7/1/10,100.246,99.612
7/2/10,100.124,99.612
7/3/10,100.214,99.612
7/4/10,100.075,99.612
7/5/10,100.222,99.612
7/6/10,100.225,99.612
7/7/10,100.192,99.612
7/8/10,100.29,99.612
7/9/10,100.381,99.612
7/10/10,100.233,99.612
7/11/10,100.254,99.612
7/12/10,100.307,99.612
7/13/10,100.253,99.612
7/14/10,100.359,99.612
7/15/10,100.123,99.612
7/16/10,100.382,99.612
7/17/10,100.405,99.612
7/18/10,100.382,99.612
7/19/10,100.121,99.612
7/20/10,100.172,99.612
7/21/10,100.436,99.612
7/22/10,100.211,99.612
7/23/10,100.427,99.612
7/24/10,100.265,99.612
7/25/10,100.25,99.612
7/26/10,100.354,99.612
7/27/10,100.309,99.612
7/28/10,100.401,99.612
7/29/10,100.338,99.612
7/30/10,100.355,99.612
7/31/10,100.476,99.612
8/1/10,100.375,99.633
8/2/10,100.319,99.633
8/3/10,100.387,99.633
8/4/10,100.399,99.633
8/5/10,100.495,99.633
8/6/10,100.33,99.633
8/7/10,100.45,99.633
8/8/10,100.419,99.633
8/9/10,100.475,99.633
8/10/10,100.308,99.633
8/11/10,100.457,99.633
8/12/10,100.465,99.633
8/13/10,100.439,99.633
8/14/10,100.466,99.633
8/15/10,100.487,99.633
8/16/10,100.322,99.633
8/17/10,100.321,99.633
8/18/10,100.301,99.633
8/19/10,100.299,99.633
8/20/10,100.239,99.633
8/21/10,100.26,99.633
8/22/10,100.281,99.633
8/23/10,100.203,99.633
8/24/10,100.177,99.633
8/25/10,100.132,99.633
8/26/10,100.139,99.633
8/27/10,100.228,99.633
8/28/10,100.239,99.633
8/29/10,100.256,99.633
8/30/10,100.309,99.633
8/31/10,100.327,99.633
9/1/10,100.377,99.77
9/2/10,100.408,99.77
9/3/10,100.436,99.77
9/4/10,100.347,99.77
9/5/10,100.32,99.77
9/6/10,100.335,99.77
9/7/10,100.363,99.77
9/8/10,100.401,99.77
9/9/10,100.422,99.77
9/10/10,100.447,99.77
9/11/10,100.467,99.77
9/12/10,100.491,99.77
9/13/10,100.516,99.77
9/14/10,100.55,99.77
9/15/10,100.618,99.77
9/16/10,100.64,99.77
9/17/10,100.66,99.77
9/18/10,100.686,99.77
9/19/10,100.704,99.77
9/20/10,100.65,99.77
9/21/10,100.705,99.77
9/22/10,100.506,99.77
9/23/10,100.499,99.77
9/24/10,100.508,99.77
9/25/10,100.522,99.77
9/26/10,100.549,99.77
9/27/10,100.563,99.77
9/28/10,100.609,99.77
9/29/10,100.44,99.77
9/30/10,100.46,99.77
10/1/10,100.553,99.828
10/2/10,100.524,99.828
10/3/10,100.6,99.828
10/4/10,100.618,99.828
10/5/10,100.65,99.828
10/6/10,100.649,99.828
10/7/10,100.656,99.828
10/8/10,100.65,99.828
10/9/10,100.658,99.828
10/10/10,100.49,99.828
10/11/10,100.473,99.828
10/12/10,100.478,99.828
10/13/10,100.528,99.828
10/14/10,100.549,99.828
10/15/10,100.58,99.828
10/16/10,100.584,99.828
10/17/10,100.599,99.828
10/18/10,100.609,99.828
10/19/10,100.617,99.828
10/20/10,100.646,99.828
10/21/10,100.66,99.828
10/22/10,100.688,99.828
10/23/10,100.704,99.828
10/24/10,100.727,99.828
10/25/10,100.729,99.828
10/26/10,100.794,99.828
10/27/10,100.873,99.828
10/28/10,100.885,99.828
10/29/10,100.892,99.828
10/30/10,100.919,99.828
10/31/10,100.938,99.828
11/1/10,101.011,99.952
11/2/10,101.018,99.952
11/3/10,101.062,99.952
11/4/10,101.078,99.952
11/5/10,101.045,99.952
11/6/10,100.963,99.952
11/7/10,101.002,99.952
11/8/10,101.003,99.952
11/9/10,101.028,99.952
11/10/10,101.034,99.952
11/11/10,100.998,99.952
11/12/10,101.018,99.952
11/13/10,100.995,99.952
11/14/10,101.025,99.952
11/15/10,101.058,99.952
11/16/10,101.09,99.952
11/17/10,101.116,99.952
11/18/10,101.123,99.952
11/19/10,101.082,99.952
11/20/10,100.993,99.952
11/21/10,100.988,99.952
11/22/10,100.984,99.952
11/23/10,101.005,99.952
11/24/10,100.985,99.952
11/25/10,100.951,99.952
11/26/10,100.958,99.952
11/27/10,100.859,99.952
11/28/10,100.864,99.952
11/29/10,100.876,99.952
11/30/10,100.88,99.952
12/1/10,100.933,99.995
12/2/10,101.001,99.995
12/3/10,101.017,99.995
12/4/10,100.977,99.995
12/5/10,101.007,99.995
12/6/10,101.018,99.995
12/7/10,101.039,99.995
12/8/10,101.009,99.995
12/9/10,101.041,99.995
12/10/10,101.03,99.995
12/11/10,101.041,99.995
12/12/10,101.074,99.995
12/13/10,101.101,99.995
12/14/10,101.127,99.995
12/15/10,101.153,99.995
12/16/10,101.179,99.995
12/17/10,101.206,99.995
12/18/10,101.232,99.995
12/19/10,101.258,99.995
12/20/10,101.285,99.995
12/21/10,101.28,99.995
12/22/10,100.554,99.995
12/23/10,100.673,99.995
12/24/10,100.689,99.995
12/25/10,100.787,99.995
12/26/10,100.832,99.995
12/27/10,100.999,99.995
12/28/10,101.043,99.995
12/29/10,101.108,99.995
12/30/10,101.123,99.995
12/31/10,101.089,99.995
1/1/11,101.126,100.166
1/2/11,101.177,100.166
1/3/11,101.265,100.166
1/4/11,101.27,100.166
1/5/11,101.301,100.166
1/6/11,101.319,100.166
1/7/11,101.343,100.166
1/8/11,101.321,100.166
1/9/11,101.37,100.166
1/10/11,101.372,100.166
1/11/11,101.421,100.166
1/12/11,101.432,100.166
1/13/11,101.426,100.166
1/14/11,101.46,100.166
1/15/11,101.442,100.166
1/16/11,101.446,100.166
1/17/11,101.501,100.166
1/18/11,101.525,100.166
1/19/11,101.563,100.166
1/20/11,101.588,100.166
1/21/11,101.628,100.166
1/22/11,101.682,100.166
1/23/11,101.71,100.166
1/24/11,101.769,100.166
1/25/11,101.792,100.166
1/26/11,101.845,100.166
1/27/11,101.824,100.166
1/28/11,101.792,100.166
1/29/11,101.839,100.166
1/30/11,101.886,100.166
1/31/11,101.933,100.166
2/1/11,101.943,100.643
2/2/11,102.052,100.643
2/3/11,102.071,100.643
2/4/11,102.114,100.643
2/5/11,102.122,100.643
2/6/11,102.165,100.643
2/7/11,102.153,100.643
2/8/11,102.179,100.643
2/9/11,102.233,100.643
2/10/11,102.176,100.643
2/11/11,102.239,100.643
2/12/11,102.3,100.643
2/13/11,102.339,100.643
2/14/11,102.353,100.643
2/15/11,102.361,100.643
2/16/11,102.398,100.643
2/17/11,102.394,100.643
2/18/11,102.424,100.643
2/19/11,102.386,100.643
2/20/11,102.403,100.643
2/21/11,102.403,100.643
2/22/11,102.429,100.643
2/23/11,102.483,100.643
2/24/11,102.506,100.643
2/25/11,102.526,100.643
2/26/11,102.546,100.643
2/27/11,102.527,100.643
2/28/11,102.523,100.643
3/1/11,102.523,101.14
3/2/11,102.553,101.14
3/3/11,102.572,101.14
3/4/11,102.584,101.14
3/5/11,102.61,101.14
3/6/11,102.633,101.14
3/7/11,102.632,101.14
3/8/11,102.658,101.14
3/9/11,102.756,101.14
3/10/11,102.777,101.14
3/11/11,102.777,101.14
3/12/11,102.777,101.14
3/13/11,102.782,101.14
3/14/11,102.78,101.14
3/15/11,102.798,101.14
3/16/11,102.83,101.14
3/17/11,102.822,101.14
3/18/11,102.831,101.14
3/19/11,102.821,101.14
3/20/11,102.85,101.14
3/21/11,102.869,101.14
3/22/11,102.891,101.14
3/23/11,102.943,101.14
3/24/11,102.946,101.14
3/25/11,102.889,101.14
3/26/11,102.909,101.14
3/27/11,102.97,101.14
3/28/11,102.981,101.14
3/29/11,102.997,101.14
3/30/11,103.041,101.14
3/31/11,103.037,101.14
4/1/11,103.055,102.126
4/2/11,103.078,102.126
4/3/11,103.096,102.126
4/4/11,103.119,102.126
4/5/11,103.109,102.126
4/6/11,103.119,102.126
4/7/11,103.13,102.126
4/8/11,103.144,102.126
4/9/11,103.172,102.126
4/10/11,103.194,102.126
4/11/11,103.215,102.126
4/12/11,103.214,102.126
4/13/11,103.258,102.126
4/14/11,103.27,102.126
4/15/11,103.26,102.126
4/16/11,103.297,102.126
4/17/11,103.307,102.126
4/18/11,103.33,102.126
4/19/11,103.348,102.126
4/20/11,103.381,102.126
4/21/11,103.402,102.126
4/22/11,103.419,102.126
4/23/11,103.434,102.126
4/24/11,103.324,102.126
4/25/11,103.502,102.126
4/26/11,103.518,102.126
4/27/11,103.478,102.126
4/28/11,103.52,102.126
4/29/11,103.443,102.126
4/30/11,103.465,102.126
5/1/11,103.505,102.784
5/2/11,103.455,102.784
5/3/11,103.479,102.784
5/4/11,103.559,102.784
5/5/11,103.554,102.784
5/6/11,103.529,102.784
5/7/11,103.576,102.784
5/8/11,103.592,102.784
5/9/11,103.712,102.784
5/10/11,103.723,102.784
5/11/11,103.809,102.784
5/12/11,103.789,102.784
5/13/11,103.843,102.784
5/14/11,103.851,102.784
5/15/11,103.859,102.784
5/16/11,103.815,102.784
5/17/11,103.847,102.784
5/18/11,103.757,102.784
5/19/11,103.546,102.784
5/20/11,103.725,102.784
5/21/11,103.728,102.784
5/22/11,103.733,102.784
5/23/11,103.581,102.784
5/24/11,103.574,102.784
5/25/11,103.605,102.784
5/26/11,103.393,102.784
5/27/11,103.542,102.784
5/28/11,103.534,102.784
5/29/11,103.535,102.784
5/30/11,103.474,102.784
5/31/11,103.543,102.784
6/1/11,103.647,103.267
6/2/11,103.613,103.267
6/3/11,103.64,103.267
6/4/11,103.662,103.267
6/5/11,103.668,103.267
6/6/11,103.67,103.267
6/7/11,103.79,103.267
6/8/11,103.921,103.267
6/9/11,103.88,103.267
6/10/11,103.942,103.267
6/11/11,103.954,103.267
6/12/11,103.951,103.267
6/13/11,103.834,103.267
6/14/11,103.813,103.267
6/15/11,103.902,103.267
6/16/11,103.87,103.267
6/17/11,103.904,103.267
6/18/11,103.903,103.267
6/19/11,103.898,103.267
6/20/11,103.998,103.267
6/21/11,104.024,103.267
6/22/11,104.031,103.267
6/23/11,103.972,103.267
6/24/11,104.009,103.267
6/25/11,104.016,103.267
6/26/11,104.023,103.267
6/27/11,103.898,103.267
6/28/11,103.884,103.267
6/29/11,103.901,103.267
6/30/11,103.844,103.267
7/1/11,103.876,103.157
7/2/11,103.84,103.157
7/3/11,103.868,103.157
7/4/11,103.827,103.157
7/5/11,103.843,103.157
7/6/11,104.01,103.157
7/7/11,104.075,103.157
7/8/11,104.078,103.157
7/9/11,104.112,103.157
7/10/11,104.125,103.157
7/11/11,104.331,103.157
7/12/11,104.363,103.157
7/13/11,104.559,103.157
7/14/11,104.172,103.157
7/15/11,104.218,103.157
7/16/11,104.244,103.157
7/17/11,104.247,103.157
7/18/11,104.22,103.157
7/19/11,104.2,103.157
7/20/11,104.162,103.157
7/21/11,104.177,103.157
7/22/11,104.218,103.157
7/23/11,104.18,103.157
7/24/11,104.164,103.157
7/25/11,104.137,103.157
7/26/11,104.139,103.157
7/27/11,104.147,103.157
7/28/11,104.147,103.157
7/29/11,104.137,103.157
7/30/11,104.135,103.157
7/31/11,104.142,103.157
8/1/11,104.182,103.248
8/2/11,104.202,103.248
8/3/11,104.175,103.248
8/4/11,104.162,103.248
8/5/11,104.114,103.248
8/6/11,104.087,103.248
8/7/11,104.07,103.248
8/8/11,104.118,103.248
8/9/11,104.106,103.248
8/10/11,104.105,103.248
8/11/11,104.079,103.248
8/12/11,104.064,103.248
8/13/11,104.053,103.248
8/14/11,104.015,103.248
8/15/11,103.983,103.248
8/16/11,103.98,103.248
8/17/11,103.962,103.248
8/18/11,103.965,103.248
8/19/11,103.961,103.248
8/20/11,103.957,103.248
8/21/11,103.955,103.248
8/22/11,103.986,103.248
8/23/11,103.99,103.248
8/24/11,104.063,103.248
8/25/11,104.078,103.248
8/26/11,104.06,103.248
8/27/11,104.087,103.248
8/28/11,104.085,103.248
8/29/11,104.013,103.248
8/30/11,104.005,103.248
8/31/11,104.074,103.248
9/1/11,104.091,103.533
9/2/11,104.076,103.533
9/3/11,104.09,103.533
9/4/11,104.111,103.533
9/5/11,104.112,103.533
9/6/11,104.106,103.533
9/7/11,104.221,103.533
9/8/11,104.226,103.533
9/9/11,104.227,103.533
9/10/11,104.24,103.533
9/11/11,104.221,103.533
9/12/11,104.285,103.533
9/13/11,104.291,103.533
9/14/11,104.293,103.533
9/15/11,104.28,103.533
9/16/11,104.268,103.533
9/17/11,104.269,103.533
9/18/11,104.267,103.533
9/19/11,104.261,103.533
9/20/11,104.266,103.533
9/21/11,104.211,103.533
9/22/11,104.207,103.533
9/23/11,104.198,103.533
9/24/11,104.197,103.533
9/25/11,104.202,103.533
9/26/11,104.198,103.533
9/27/11,104.207,103.533
9/28/11,104.227,103.533
9/29/11,104.218,103.533
9/30/11,104.219,103.533
10/1/11,104.229,103.69
10/2/11,104.222,103.69
10/3/11,104.203,103.69
10/4/11,104.218,103.69
10/5/11,104.228,103.69
10/6/11,104.221,103.69
10/7/11,104.218,103.69
10/8/11,104.233,103.69
10/9/11,104.23,103.69
10/10/11,104.242,103.69
10/11/11,104.259,103.69
10/12/11,104.27,103.69
10/13/11,104.259,103.69
10/14/11,104.268,103.69
10/15/11,104.287,103.69
10/16/11,104.31,103.69
10/17/11,104.344,103.69
10/18/11,104.351,103.69
10/19/11,104.373,103.69
10/20/11,104.375,103.69
10/21/11,104.366,103.69
10/22/11,104.371,103.69
10/23/11,104.384,103.69
10/24/11,104.365,103.69
10/25/11,104.38,103.69
10/26/11,104.401,103.69
10/27/11,104.336,103.69
10/28/11,104.313,103.69
10/29/11,104.308,103.69
10/30/11,104.32,103.69
10/31/11,104.364,103.69
11/1/11,104.365,103.476
11/2/11,104.323,103.476
11/3/11,104.314,103.476
11/4/11,104.327,103.476
11/5/11,104.323,103.476
11/6/11,104.319,103.476
11/7/11,104.297,103.476
11/8/11,104.297,103.476
11/9/11,104.352,103.476
11/10/11,104.341,103.476
11/11/11,104.345,103.476
11/12/11,104.319,103.476
11/13/11,104.311,103.476
11/14/11,104.31,103.476
11/15/11,104.317,103.476
11/16/11,104.262,103.476
11/17/11,104.241,103.476
11/18/11,104.224,103.476
11/19/11,104.218,103.476
11/20/11,104.202,103.476
11/21/11,104.2,103.476
11/22/11,104.2,103.476
11/23/11,104.173,103.476
11/24/11,104.151,103.476
11/25/11,104.174,103.476
11/26/11,104.161,103.476
11/27/11,104.14,103.476
11/28/11,104.13,103.476
11/29/11,104.127,103.476
11/30/11,104.107,103.476
12/1/11,104.116,103.389
12/2/11,104.163,103.389
12/3/11,104.201,103.389
12/4/11,104.207,103.389
12/5/11,104.241,103.389
12/6/11,104.252,103.389
12/7/11,104.233,103.389
12/8/11,104.231,103.389
12/9/11,104.263,103.389
12/10/11,104.271,103.389
12/11/11,104.271,103.389
12/12/11,104.253,103.389
12/13/11,104.249,103.389
12/14/11,104.231,103.389
12/15/11,104.171,103.389
12/16/11,104.18,103.389
12/17/11,104.154,103.389
12/18/11,104.165,103.389
12/19/11,104.191,103.389
12/20/11,104.187,103.389
12/21/11,104.19,103.389
12/22/11,104.154,103.389
12/23/11,104.173,103.389
12/24/11,104.183,103.389
12/25/11,104.192,103.389
12/26/11,104.185,103.389
12/27/11,104.198,103.389
12/28/11,104.157,103.389
12/29/11,104.175,103.389
12/30/11,104.198,103.389
12/31/11,104.219,103.389
1/1/12,104.239,103.134
1/2/12,104.346,103.134
1/3/12,104.303,103.134
1/4/12,104.316,103.134
1/5/12,104.324,103.134
1/6/12,104.373,103.134
1/7/12,104.398,103.134
1/8/12,104.418,103.134
1/9/12,104.402,103.134
1/10/12,104.396,103.134
1/11/12,104.413,103.134
1/12/12,104.397,103.134
1/13/12,104.402,103.134
1/14/12,104.413,103.134
1/15/12,104.462,103.134
1/16/12,104.458,103.134
1/17/12,104.454,103.134
1/18/12,104.392,103.134
1/19/12,104.374,103.134
1/20/12,104.348,103.134
1/21/12,104.39,103.134
1/22/12,104.402,103.134
1/23/12,104.352,103.134
1/24/12,104.301,103.134
1/25/12,104.329,103.134
1/26/12,104.322,103.134
1/27/12,104.32,103.134
1/28/12,104.346,103.134
1/29/12,104.38,103.134
1/30/12,104.425,103.134
1/31/12,104.432,103.134
2/1/12,104.484,103.588
2/2/12,104.473,103.588
2/3/12,104.494,103.588
2/4/12,104.489,103.588
2/5/12,104.499,103.588
2/6/12,104.512,103.588
2/7/12,104.5,103.588
2/8/12,104.535,103.588
2/9/12,104.544,103.588
2/10/12,104.572,103.588
2/11/12,104.579,103.588
2/12/12,104.598,103.588
2/13/12,104.578,103.588
2/14/12,104.585,103.588
2/15/12,104.573,103.588
2/16/12,104.547,103.588
2/17/12,104.537,103.588
2/18/12,104.552,103.588
2/19/12,104.577,103.588
2/20/12,104.611,103.588
2/21/12,104.629,103.588
2/22/12,104.601,103.588
2/23/12,104.579,103.588
2/24/12,104.609,103.588
2/25/12,104.643,103.588
2/26/12,104.651,103.588
2/27/12,104.682,103.588
2/28/12,104.703,103.588
2/29/12,104.748,103.588
3/1/12,104.759,104.044
3/2/12,104.768,104.044
3/3/12,104.776,104.044
3/4/12,104.809,104.044
3/5/12,104.828,104.044
3/6/12,104.832,104.044
3/7/12,104.894,104.044
3/8/12,104.898,104.044
3/9/12,104.891,104.044
3/10/12,104.925,104.044
3/11/12,104.931,104.044
3/12/12,104.859,104.044
3/13/12,104.877,104.044
3/14/12,104.88,104.044
3/15/12,104.909,104.044
3/16/12,104.918,104.044
3/17/12,104.948,104.044
3/18/12,104.967,104.044
3/19/12,105.055,104.044
3/20/12,105.055,104.044
3/21/12,105.092,104.044
3/22/12,105.094,104.044
3/23/12,105.099,104.044
3/24/12,105.124,104.044
3/25/12,105.133,104.044
3/26/12,105.128,104.044
3/27/12,105.109,104.044
3/28/12,105.232,104.044
3/29/12,105.241,104.044
3/30/12,105.272,104.044
3/31/12,105.292,104.044
4/1/12,105.246,104.834
4/2/12,105.245,104.834
4/3/12,105.191,104.834
4/4/12,105.187,104.834
4/5/12,105.182,104.834
4/6/12,105.192,104.834
4/7/12,105.189,104.834
4/8/12,105.188,104.834
4/9/12,105.24,104.834
4/10/12,105.241,104.834
4/11/12,105.238,104.834
4/12/12,105.365,104.834
4/13/12,105.372,104.834
4/14/12,105.369,104.834
4/15/12,105.364,104.834
4/16/12,105.351,104.834
4/17/12,105.315,104.834
4/18/12,105.327,104.834
4/19/12,105.322,104.834
4/20/12,105.323,104.834
4/21/12,105.31,104.834
4/22/12,105.305,104.834
4/23/12,105.3,104.834
4/24/12,105.276,104.834
4/25/12,105.357,104.834
4/26/12,105.354,104.834
4/27/12,105.317,104.834
4/28/12,105.307,104.834
4/29/12,105.272,104.834
4/30/12,105.269,104.834
5/1/12,105.18,105.15
5/2/12,105.232,105.15
5/3/12,105.221,105.15
5/4/12,105.21,105.15
5/5/12,105.217,105.15
5/6/12,105.225,105.15
5/7/12,105.203,105.15
5/8/12,105.167,105.15
5/9/12,105.235,105.15
5/10/12,105.225,105.15
5/11/12,105.195,105.15
5/12/12,105.191,105.15
5/13/12,105.179,105.15
5/14/12,105.18,105.15
5/15/12,105.135,105.15
5/16/12,105.184,105.15
5/17/12,105.186,105.15
5/18/12,105.161,105.15
5/19/12,105.164,105.15
5/20/12,105.145,105.15
5/21/12,105.116,105.15
5/22/12,105.116,105.15
5/23/12,105.158,105.15
5/24/12,105.162,105.15
5/25/12,105.14,105.15
5/26/12,105.11,105.15
5/27/12,105.078,105.15
5/28/12,105.086,105.15
5/29/12,105.053,105.15
5/30/12,105.124,105.15
5/31/12,105.117,105.15
6/1/12,105.111,105.027
6/2/12,105.113,105.027
6/3/12,105.094,105.027
6/4/12,105.092,105.027
6/5/12,105.07,105.027
6/6/12,105.12,105.027
6/7/12,105.115,105.027
6/8/12,105.075,105.027
6/9/12,105.137,105.027
6/10/12,105.155,105.027
6/11/12,105.127,105.027
6/12/12,105.145,105.027
6/13/12,105.24,105.027
6/14/12,105.263,105.027
